NAME;ADDRESS;OKRUG;UPRAVA;ROUTES;LAT;LON
М-н Прага;Россошанский пр.;ЮАО;Чертаново Южное;А797 А819 А680 А680К А675;55.600414352355386;37.60811824706761
Метро Ул. Акад. Янгеля;Россошанская ул.;ЮАО;Чертаново Южное;А797 А819 А680 А682Ф А680К А675;55.59518343993768;37.60352238401983
Метро Аннино;Варшавское шоссе;ЮАО;Чертаново Южное;А819;55.58427307219109;37.59745906070581
Мотель;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А118 А249;55.574472741234985;37.59753440273762
Техавтоцентр Варшавский;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А118 А249 Тб40;55.58199190550994;37.59677264738769
Ул. Кирпичные Выемки;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А118 А249 Тб40;55.58850852258176;37.5988806607059
Ул. Газопровод;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А118 А249 Тб40;55.591965418785485;37.60012281172227
Метро Ул. Акад. Янгеля;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А249;55.59414468235624;37.60118835558203
Метро Аннино;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А249 Тб40;55.5844813192703;37.59813430850424
Россошанский пр.;3-й Дорожный пр.;ЮАО;Чертаново Южное;А819 А680 А797 А680К А683;55.602471309153216;37.6097923482278
Дорожная ул. 32;Дорожная ул.;ЮАО;Чертаново Южное;А819 А682Ф А797;55.591515024867164;37.61446250477837
Платф. Красный Строитель;Дорожная ул.;ЮАО;Чертаново Южное;А819 А682Ф А797;55.589744238733864;37.614069007786085
Метро Ул. Акад. Янгеля;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А683 А249;55.59604637463162;37.60269969907889
3-й Дорожный пр.;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А683 А249 Тб40;55.60245956541241;37.60573259867387
Поликлиника № 170;Варшавское шоссе;ЮАО;Чертаново Южное;А819 А683 А797 А249 Тб40;55.60650537251656;37.60770441488966
3-й Дорожный пр. 6;3-й Дорожный пр.;ЮАО;Чертаново Южное;А819 А683 А797 А680К А680;55.60177980147165;37.61438392505449
Дорожная ул.;Дорожная ул.;ЮАО;Чертаново Южное;А819 А797;55.59384722248077;37.61613803491992
Дорожная ул. 9;Дорожная ул.;ЮАО;Чертаново Южное;А819 А797;55.59982765289989;37.621248637911975
Аптека;Чертановская ул.;ЮАО;Чертаново Южное;А831 А28 А28Ф А674 А682Ф;55.60243428987417;37.58900913470063
Химчистка (3-й Дорожный проезд);3-й Дорожный проезд;ЮАО;Чертаново Южное;566м 566м А680 А680к;55.60052005790091;37.62686851210553
Аннино;Варшавское шоссе;ЮАО;Чертаново Южное;Тб40;55.57999083467141;37.59752057952477
Метро Аннино;Варшавское шоссе;ЮАО;Чертаново Южное;Тб40;55.58408882784994;37.59738979517475
Аптека;Чертановская ул.;ЮАО;Чертаново Южное;Тм1 Тм16;55.60292087095235;37.58976018060065
Детский сад;Чертановская ул.;ЮАО;Чертаново Южное;Тм1 Тм16;55.600094936333385;37.588954730194125
Универсам;Чертановская ул.;ЮАО;Чертаново Южное;Тм1 Тм16;55.605742826458126;37.59041094978194
Ул. Акад. Янгеля;Чертановская ул.;ЮАО;Чертаново Южное;Тм1 Тм16;55.59637933928903;37.587706418663565
Детский сад;Чертановская ул.;ЮАО;Чертаново Южное;Тм16 Тм1;55.600129423641995;37.588569690255355
Поликлиника № 92;Чертановская ул.;ЮАО;Чертаново Южное;Тм16 Тм1;55.598820157719686;37.58825385239501
Универсам;Чертановская ул.;ЮАО;Чертаново Южное;Тм16 Тм1;55.6062233533435;37.59000987438359
Ул. Акад. Янгеля;Академика Янгеля ул.;ЮАО;Чертаново Южное;Тм16 Тм1;55.59518525416806;37.590071716039574
6-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;177м;55.679296307384064;37.85188627493451
3-й микрорайон Жулебина;Жулебинский бульвар;ЮВАО;Выхино-Жулебино;177м625м;55.688051708036774;37.85141580070754
Вертолётное поле;Новорязанское шоссе;ЮВАО;Выхино-Жулебино;507м 538м 625м;55.68387095865428;37.8388788733424
Новорязанское шоссе;Маршала Полубоярова ул.;ЮВАО;Выхино-Жулебино;A89 84м 72 51;55.676905319527556;37.85871143442584
Аптека;Рязанский просп.;ЮВАО;Выхино-Жулебино;А143 А143К А279 Тб63 Тб63К;55.71392418677201;37.80994268202859
АТС;Рязанский просп.;ЮВАО;Выхино-Жулебино;А143 А279 А143К Тб63К Тб63;55.716087193866386;37.79934394499911
Управа района Выхино - Жулебино;Рязанский просп.;ЮВАО;Выхино-Жулебино;А143 А279 А143К Тб63К Тб63;55.715246706532;37.804765128378634
19-й таксомоторный парк;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А143 А99 А169 А143К;55.69728463415808;37.80633508703268
Сормовская ул.;Сормовская ул.;ЮВАО;Выхино-Жулебино;А143К А143;55.711579860083305;37.813632173994634
Универсам;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А143К А143 А169 А99;55.70515266111294;37.81683538679325
АТС;Рязанский просп.;ЮВАО;Выхино-Жулебино;А143К А143 А279 Тб63 Тб63К;55.716348087546955;37.799453667955234
Школа;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А143К А169 А99 А143;55.7018189921023;37.81346774535076
Ферганская ул.;Сормовская ул.;ЮВАО;Выхино-Жулебино;А143К А208 А143;55.70881395272167;37.81091681138331
Управа района Выхино - Жулебино;Рязанский просп.;ЮВАО;Выхино-Жулебино;А143К А279 А143 Тб63 Тб63К;55.71489022546631;37.80526678854494
Универсам;Ферганская ул.;ЮВАО;Выхино-Жулебино;А143К А51 А208 А143 А51;55.70583483674673;37.816585836264245
19-й таксомоторный парк;Волгоградский просп.;ЮВАО;Выхино-Жулебино;А143К А89 А655 А143 А99;55.69800195628118;37.80321630637828
Школа;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А143К А99 А143 А169;55.70167551399525;37.81262393281503
Ул. Вострухина;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А159;55.720558429732385;37.799593193841766
19-й таксомоторный парк;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А169;55.6956390180302;37.80386863135031
Ателье проката;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А169;55.71966263097687;37.80403128534344
Ветеринарная акад.;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;А169;55.69751562415982;37.79658155052757
Ветеринарная академия (ул. Ташкентская);ул. Чугунные Ворота;ЮВАО;Выхино-Жулебино;А169;55.69703180702475;37.797732927757856
Госпиталь № 2;Волгоградский просп.;ЮВАО;Выхино-Жулебино;А169;55.69094301772505;37.81001291867868
Детская школа искусств им. Балакирева;Самаркандский бульв.;ЮВАО;Выхино-Жулебино;А169;55.70276333159497;37.82336862824944
Роддом № 8;Самаркандский бульв.;ЮВАО;Выхино-Жулебино;А169;55.704810754632945;37.82720827710104
Рязанский просп.;Самаркандский бульв.;ЮВАО;Выхино-Жулебино;А169;55.70818980661487;37.82958568877751
Ул. Хлобыстова;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А169;55.718465772239675;37.80758591057179
Ул. Хлобыстова 20;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А169;55.717034879268816;37.81177207847266
Ул. Чугунные Ворота;Ул. Чугунные Ворота;ЮВАО;Выхино-Жулебино;А169;55.69128006843061;37.80754885100695
Ул. Юных Ленинцев;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;А169;55.69785970952185;37.79273715713673
Универсам;Ферганская ул.;ЮВАО;Выхино-Жулебино;А169 А209 А99 А51 А51 Тб63К Тб63;55.705119986829246;37.8180524194078
Детская школа искусств им. Балакирева;Ферганская ул.;ЮВАО;Выхино-Жулебино;А169 А51 А209 А99 А51 Тб63К Тб63;55.70296030343366;37.82253808101321
Поликлиника;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А169 А99 А143К А143;55.69959340869009;37.808774903577884
Хвалынский бульв.;Хвалынский бульв.;ЮВАО;Выхино-Жулебино;А177;55.69947947013546;37.853210713218836
Хвалынский бульв. 5;Хвалынский бульв.;ЮВАО;Выхино-Жулебино;А177;55.6972552853178;37.84921741614707
Электродепо;Рязанский просп.;ЮВАО;Выхино-Жулебино;А177 А169 А669 А184 А279;55.709592830059734;37.82711969952738
2-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А177 А184;55.694434167527774;37.849365159731086
Саранская ул.;Саранская ул.;ЮВАО;Выхино-Жулебино;А177 А279;55.691717326087975;37.85953462620427
Саранская ул. 2;Саранская ул.;ЮВАО;Выхино-Жулебино;А177 А279;55.692060906830726;37.85161870073701
Лермонтовский просп.;Лермонтовский просп.;ЮВАО;Выхино-Жулебино;А177 А669;55.702017966457184;37.85069456794009
Пронская ул. - Платф. Косино;Лермонтовский просп.;ЮВАО;Выхино-Жулебино;А177 А669;55.70412042936489;37.84615758682692
Привольная ул.;Авиаконструктора Миля ул.;ЮВАО;Выхино-Жулебино;А177 А669 АЭ А669;55.687556170186326;37.84860941550071
Ул. Ген. Кузнецова;Авиаконструктора Миля ул.;ЮВАО;Выхино-Жулебино;А177 А669 АЭ А669;55.6831066216634;37.85542181289426
Ул. Ген. Кузнецова 13;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;А177 А669 АЭ А956 А669;55.68777169992506;37.85806141434941
Пронская ул. - Платф. Косино;Лермонтовский просп.;ЮВАО;Выхино-Жулебино;А177 А956 А669 А669 АЭ;55.70375783982471;37.84656087083297
2-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А184 А177;55.694788394255966;37.84941119997568
Метро Выхино;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А184 А177;55.71502840552499;37.81817129759454
2-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А184 А177 А669 АЭ А89 А669;55.69458289031892;37.85021899901367
1-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А184 А279;55.70035999373158;37.837997611790705
Коттеджи;Привольная ул.;ЮВАО;Выхино-Жулебино;А184 А279;55.69731622913642;37.841234622029916
Привольная ул.;Привольная ул.;ЮВАО;Выхино-Жулебино;А184 А279;55.70289738213504;37.84099950374477
Школа;Привольная ул.;ЮВАО;Выхино-Жулебино;А184 А279;55.69801709338432;37.83851844100727
Сормовская ул.;Сормовская ул.;ЮВАО;Выхино-Жулебино;А208 А143К А143;55.71166518644207;37.81393528332142
Университет Управления - Метро Выхино;Рязанский просп.;ЮВАО;Выхино-Жулебино;А208 А279 Тб63 Тб63К;55.71176073767716;37.81739737895723
Ферганская ул.;Ферганская ул.;ЮВАО;Выхино-Жулебино;А208 А51 А51;55.70831939640056;37.80943073946515
Ферганская ул. 5;Ферганская ул.;ЮВАО;Выхино-Жулебино;А208 А51 А51;55.70993058568857;37.80424523260836
Метро Выхино;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А209;55.71475731672148;37.818919402754446
Рязанский просп. (Ташкентская ул.);Ташкентская ул.;ЮВАО;Выхино-Жулебино;А209 А208 Тб63 Тб63К;55.71034885316467;37.81881049094636
Ташкентский пер.;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А209 А208 Тб63К Тб63;55.707922703501495;37.818071490714324
Детский сад;Ферганский пр.;ЮВАО;Выхино-Жулебино;А209 А99 А51 А51;55.69655727892074;37.823120384652675
Универсам;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А209 Тб63 Тб63К;55.70573190639378;37.81772030013342
Ташкентский пер.;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А209 Тб63 Тб63К;55.7082000776322;37.81845932826152
Ташкентский пер. (Ташкентский пер.);Ташкентский пер.;ЮВАО;Выхино-Жулебино;А209 Тб63 Тб63К;55.70395028854398;37.8242618366966
Рязанский просп. (Ташкентская ул.);Ташкентская ул.;ЮВАО;Выхино-Жулебино;А209 Тб63К Тб63;55.710257057751214;37.81897193756223
Расчетный центр Жулебино;Маршала Полубоярова ул.;ЮВАО;Выхино-Жулебино;А279;55.68550628186538;37.86368211408158
Привольная ул. 71;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;А279;55.68062532585281;37.8504831868921
Ул. Марш. Полубоярова;Маршала Полубоярова ул.;ЮВАО;Выхино-Жулебино;А279;55.69010983067592;37.861061599299546
Ул. Марш. Полубоярова 20;Маршала Полубоярова ул.;ЮВАО;Выхино-Жулебино;А279;55.68239608740278;37.86161883684081
Ул. Ген. Кузнецова 25;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;А279;55.68233508261407;37.85257221254279
Аптека;Рязанский просп.;ЮВАО;Выхино-Жулебино;А279 А143 А143К Тб63К Тб63;55.71357124610743;37.81047737246061
Саранская ул. 2;Саранская ул.;ЮВАО;Выхино-Жулебино;А279 А177;55.692172880638715;37.854424739508794
Ул. Авиаконструктора Миля;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;А279 А177 А669;55.684924767988356;37.855618112872094
Ул. Ген. Кузнецова 13;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;А279 А177 А669;55.68808447999044;37.8586755582756
1-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А279 А184;55.70062554053593;37.83866956099814
Школа;Привольная ул.;ЮВАО;Выхино-Жулебино;А279 А184;55.69851425840097;37.83828609606831
Ул. Ген. Кузнецова 14;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;А279 А669 А177;55.69004432482159;37.85963980423611
Новорязанское шоссе;Привольная ул.;ЮВАО;Выхино-Жулебино;А279 А89;55.677303282147264;37.85663184857646
Университет Управления - Метро Выхино;Рязанский просп.;ЮВАО;Выхино-Жулебино;А279 Тб63К Тб63;55.71179462310913;37.81819305577479
Музей К.Г. Паустовского;Кузьминская ул.;ЮВАО;Выхино-Жулебино;А29 А29КФ;55.693389566622095;37.79050616864475
1-я Новокузьминская ул.;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;А29 АВч А725 А51 А29у А208 А29КФ А51;55.71321332814058;37.79647293036233
Кузьминский парк;Кузьминская ул.;ЮВАО;Выхино-Жулебино;А29КФ А29;55.69054223257133;37.789717106307975
Ферганская ул.;Ферганская ул.;ЮВАО;Выхино-Жулебино;А51 А143 А143К А51;55.70749281415019;37.811229175189524
1-я Новокузьминская ул.;Ферганская ул.;ЮВАО;Выхино-Жулебино;А51 А208 А51;55.71222222180483;37.796982407654546
Ферганская ул. 5;Ферганская ул.;ЮВАО;Выхино-Жулебино;А51 А208 А51;55.71052459003839;37.802921053592456
Ферганский пр.;Ферганский пр.;ЮВАО;Выхино-Жулебино;А51 А209 А99 А51 Тб63К Тб63;55.69932701456876;37.82727997831006
Универмаг;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;А51 А29 А29КФ А29у А725 А208 АВч А51;55.714892137925965;37.796991700764515
11-й км;Московская Кольцевая автодорога;ЮВАО;Выхино-Жулебино;А655;55.68404107262351;37.830676173212126
138-й кв. Выхина;Волгоградский просп.;ЮВАО;Выхино-Жулебино;А655 А89;55.692617173193206;37.81606536487359
19-й таксомоторный парк;Волгоградский просп.;ЮВАО;Выхино-Жулебино;А655 А89 А169;55.69633186029158;37.806405672076956
Жулебинский бульв.;Авиаконструктора Миля ул.;ЮВАО;Выхино-Жулебино;А669 А177;55.685871268459216;37.85154406489819
Почта;Лермонтовский просп.;ЮВАО;Выхино-Жулебино;А669 А177;55.700458558072874;37.85361176423158
Привольная ул.;Авиаконструктора Миля ул.;ЮВАО;Выхино-Жулебино;А669 А177;55.68701326402477;37.84927440548487
Метро Выхино;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А669 А669 АЭ;55.715157742411236;37.817857990627985
Почта;Лермонтовский просп.;ЮВАО;Выхино-Жулебино;А669 А669 АЭ;55.69959384670723;37.85467577509875
Ул. Авиаконструктора Миля;Авиаконструктора Миля ул.;ЮВАО;Выхино-Жулебино;А669 А669 АЭ А177;55.68042841208316;37.8575089217018
Школа;Привольная ул.;ЮВАО;Выхино-Жулебино;А669 А89 А177;55.69158586832629;37.85004835391483
Электродепо;Рязанский просп.;ЮВАО;Выхино-Жулебино;А669 АЭ А177 А169 А279 А669 А184;55.709412643147004;37.82694223569342
2-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А669 АЭ А177 А279 А89 А669;55.69330234059422;37.85029755274832
Лермонтовский просп.;Лермонтовский просп.;ЮВАО;Выхино-Жулебино;А669 АЭ А177 А669;55.70170336530256;37.85080328076486
Жулебинский бульв.;Авиаконструктора Миля ул.;ЮВАО;Выхино-Жулебино;А669 АЭ А177 А669;55.68623784165629;37.85129549978667
Ул. Ген. Кузнецова 14;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;А669 АЭ А177 А669;55.68953806173732;37.85904154307251
Привольная ул. 41;Привольная ул.;ЮВАО;Выхино-Жулебино;А669 АЭ А177 А89 А669;55.689715825851145;37.84940031392403
4-я Новокузьминская ул.;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;А725 А29 АВч А29КФ А29у;55.70928735778674;37.7952638569158
Волгоградский просп.;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;А725 А29у АВч А159 А29КФ А29;55.702478762905656;37.7931950443882
6-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А89;55.67919469428577;37.852034820417124
Привольная ул. 49;Привольная ул.;ЮВАО;Выхино-Жулебино;А89;55.68692798884058;37.84345030458621
Привольная ул. 59;Привольная ул.;ЮВАО;Выхино-Жулебино;А89;55.68278416673802;37.84406938053589
Привольная ул. 71;Привольная ул.;ЮВАО;Выхино-Жулебино;А89;55.68065380580698;37.84936976076158
6-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А89 А279;55.67954515834871;37.85178951612693
2-й мкр. Жулебина;Привольная ул.;ЮВАО;Выхино-Жулебино;А89 А279 А177 А669;55.69282530747806;37.85002701240547
138-й кв. Выхина;Волгоградский просп.;ЮВАО;Выхино-Жулебино;А89 А655;55.69332089389396;37.81529802083319
Привольная ул. 41;Привольная ул.;ЮВАО;Выхино-Жулебино;А89 А669 А177;55.689445774113366;37.8487341559977
Метро Выхино (ул. Хлобыстова);Хлобыстова ул.;ЮВАО;Выхино-Жулебино;А956;55.716352584070776;37.81372212256235
Поликлиника;Ташкентская ул.;ЮВАО;Выхино-Жулебино;А99 А169 А143 А143К;55.699834456890805;37.809761939604655
138-й кв. Выхина;Ферганский пр.;ЮВАО;Выхино-Жулебино;А99 А209 А51 А51 Тб63К Тб63;55.69381478028623;37.81796995461621
Детская школа искусств им. Балакирева;Ферганская ул.;ЮВАО;Выхино-Жулебино;А99 А209 А51 А51 Тб63К Тб63;55.70227443455758;37.82335219544033
Ферганский пр.;Ферганский пр.;ЮВАО;Выхино-Жулебино;А99 А209 А51 А51 Тб63К Тб63;55.699592829008395;37.8276241801216
138-й кв. Выхина;Ферганский пр.;ЮВАО;Выхино-Жулебино;А99 А51 А209 А51 Тб63 Тб63К;55.6937234148898;37.817402578058775
Детский сад;Ферганский пр.;ЮВАО;Выхино-Жулебино;А99 А51 А209 А51 Тб63К Тб63;55.696567485871576;37.82275139290114
Ул. Вострухина;Хлобыстова ул.;ЮВАО;Выхино-Жулебино;АВк А169;55.720527359312165;37.79943391717421
138-й квартал Выхина;Волгоградский проспект;ЮВАО;Выхино-Жулебино;А209 А51 А731 А99 Тб63 Тб63к 115м 209м 332м 63м;55.69340001217265;37.81598087689856
Ветеринарная акад.;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;АВч А29 А29КФ А725;55.69735775874249;37.79167858530052
Кузьминское кладб.;Академика Скрябина ул.;ЮВАО;Выхино-Жулебино;АВч А29у А29 А725 А29КФ А159;55.70583489165775;37.79421244706501
Ул. Ген. Кузнецова;Генерала Кузнецова ул.;ЮВАО;Выхино-Жулебино;507м 72м 177м 51м A177;55.68399229965367;37.85411250130415
Детский сад;Ферганский пр.;ЮВАО;Выхино-Жулебино;Тб63 Тб63К;55.69659691512821;37.82321298832402
Садовод;Верхние Поля ул.;ЮВАО;Капотня;А10 А54;55.657208697379744;37.835184190553974
З-д станкоконструкций № 3;Верхние Поля ул.;ЮВАО;Капотня;А10 А854;55.657347421082335;37.79983443586491
База Мосэнерго;Верхние Поля ул.;ЮВАО;Капотня;А112 А10;55.65742303256623;37.79315600984223
База Мосэнерго (ул. Верхние Поля);Верхние Поля ул.;ЮВАО;Капотня;А112 А10;55.65742281446735;37.79214344467836
Управа района Капотня;1-й Капотнинский пр.;ЮВАО;Капотня;А112 А655К А655 А95 А854 А54;55.63930594284431;37.793352625067854
Стадион;Проектируемый пр. N 5467;ЮВАО;Капотня;А112 А854;55.64209280141025;37.794122803836096
Продмаг;1-й Капотнинский пр.;ЮВАО;Капотня;А112 А95 А54 А854 А655К А655;55.63431309039287;37.796277814414296
З-д Хроматограф;Верхние Поля ул.;ЮВАО;Капотня;А54 А10;55.6570692694744;37.81863004631611
Птичий рынок;Верхние Поля ул.;ЮВАО;Капотня;А54 А10;55.6569486601409;37.8273037473701
Монтажный з-д;МКАД 16-й км;ЮВАО;Капотня;А54 А655 А655К;55.64558550895291;37.82823585265812
5-й мкр. Капотни;Проектируемый пр. N 5217;ЮВАО;Капотня;А54 А854 А112 А655 А95 А655К;55.632684391710974;37.803893747933024
Рынок;1-й Капотнинский пр.;ЮВАО;Капотня;А54 А95 А112 А655К А655 А854;55.63677661307428;37.79360116985926
Управа района Капотня;1-й Капотнинский пр.;ЮВАО;Капотня;А54 А95 А655К А112 А655 А854;55.638904504469586;37.79310175783428
Капотня;Проектируемый пр. N 5217;ЮВАО;Капотня;А655 А655К А112 А95 А54 А854;55.62917090119384;37.798526184698176
Монтажный з-д;МКАД 16-й км;ЮВАО;Капотня;А655 А655К А54;55.64595575437619;37.82752188519585
5-й мкр. Капотни;1-й Капотнинский пр.;ЮВАО;Капотня;А655 А655К А95 А112 А54 А854;55.633167199967644;37.80400139317368
Капотня;Проектируемый пр. N 5217;ЮВАО;Капотня;А655 А655К А95 А112 А54 А854;55.628586683601796;37.7985726666647
49-я гор. б-ца;Проектируемый пр. N 5467;ЮВАО;Капотня;А655 А655К А95 А54;55.64100612951051;37.800302114027964
49-я гор. б-ца;Проектируемый пр. N 5467;ЮВАО;Капотня;А655К А54 А95 А655;55.64119283225657;37.80057810608176
Стадион;Проектируемый пр. N 5467;ЮВАО;Капотня;А655К А54 А95 А655;55.642191368434126;37.79785102564442
МКАД;Проектируемый пр. N 5467;ЮВАО;Капотня;А655К А54 А95 А655;55.640980857172586;37.815950607174145
Капотня;Проектируемый пр. N 5217;ЮВАО;Капотня;А655К А655 А112;55.62940654618865;37.79929958039447
Стадион;Проектируемый пр. N 5467;ЮВАО;Капотня;А655К А655 А54 А95;55.642062273170836;37.795489320609704
остановка общественного транспорта;Проектируемый пр. N 5467;ЮВАО;Капотня;А854;55.64843757771011;37.78900897437974
Нефтезавод;Верхние Поля ул.;ЮВАО;Капотня;А854 А10;55.657214160675814;37.809246688357085
Пр. пр. № 5467;Проектируемый пр. N 5467;ЮВАО;Капотня;А854 А112;55.65236292649973;37.7908795848362
Капотня;Проектируемый пр. N 5217;ЮВАО;Капотня;А854 А54;55.62910417832917;37.79885522870242
Продмаг;1-й Капотнинский пр.;ЮВАО;Капотня;А854 А54 А95 А112 А655К А655;55.63485556623495;37.796028467666076
Капотня;Проектируемый пр. N 5217;ЮВАО;Капотня;А95;55.629352829408965;37.79920398296257
ТЭЦ № 22;МКАД 18-й км;ЮВАО;Капотня;А95;55.63164353716973;37.80682420486327
Аптека № 462;Проектируемый пр. N 5217;ЮВАО;Капотня;А95 А54 А854 А112 А655 А655К;55.631072529583356;37.80177245546504
Аптека №462;Проектируемый пр. N 5217;ЮВАО;Капотня;А95 А54 А854 А112 А655 А655К;55.63061682637323;37.801138182596034
МКАД;Проектируемый пр. N 5467;ЮВАО;Капотня;А95 А655 А655К А54;55.64117621916585;37.81604823502507
Алексеево;МКАД;ЮВАО;Капотня;А95 А995 395м;55.62670576123296;37.79801932685459
5-й микрорайон Капотни;1-й Капотнинский пр.;ЮВАО;Капотня;А54 А95 А112 А655 А655к А854 А995;55.63336900626118;37.80307738968
1-я Новокузьминская (ул. Зеленодольская);Зеленодольская ул.;ЮВАО;Кузьминки;94м611м;55.714831211288924;37.788048132308916
Жигулевская ул.;Жигулёвская ул.;ЮВАО;Кузьминки;А143;55.70931067719809;37.76367179001126
Есенинский бульв.;Волгоградский просп.;ЮВАО;Кузьминки;А143 А143К А159 А169 А99 А89;55.703212587210835;37.78071389503343
М-н Мебель;Волгоградский просп.;ЮВАО;Кузьминки;А143 А143К А89 А159 А99 А169;55.70271161951675;37.7871545451471
Метро Кузьминки;Волгоградский просп.;ЮВАО;Кузьминки;А143 А143К А99 А159 А89 А955 А169;55.70492729885618;37.767795311317855
Ул. Акад. Скрябина;Волгоградский просп.;ЮВАО;Кузьминки;А143 А99 А143К А159 А169;55.70232468377766;37.79182083065531
Зеленодольская ул.;Жигулёвская ул.;ЮВАО;Кузьминки;А143 АВч;55.710045991136106;37.768130213804795
Жигулевская ул.;Жигулёвская ул.;ЮВАО;Кузьминки;А143 АВч;55.711044506787566;37.76247922958285
Есенинский бульв.;Волгоградский просп.;ЮВАО;Кузьминки;А143К А169 А99 А89 А159 А143;55.70352862574278;37.78075075053802
Библиотека;Фёдора Полетаева ул.;ЮВАО;Кузьминки;А159;55.708872251049215;37.78218032133493
Муз. школа;Фёдора Полетаева ул.;ЮВАО;Кузьминки;А159;55.71149626645967;37.77855016206811
Ул. Федора Полетаева;Фёдора Полетаева ул.;ЮВАО;Кузьминки;А159;55.708011622681816;37.7884456948586
Кузьминское кладб.;Академика Скрябина ул.;ЮВАО;Кузьминки;А159 А29у А29 А725 А29КФ АВк;55.70520796917081;37.79371112156186
Волгоградский просп. 62;Волгоградский просп.;ЮВАО;Кузьминки;А159 А99;55.7068607121082;37.75543238718735
Метро Кузьминки;Волгоградский просп.;ЮВАО;Кузьминки;А159 А99;55.705798863680755;37.76339267669886
Ул. Акад. Скрябина;Волгоградский просп.;ЮВАО;Кузьминки;А159 А99 А143К А143 А169;55.70156870003136;37.791071118929665
Окская ул.;Фёдора Полетаева ул.;ЮВАО;Кузьминки;А159 АВч;55.71505224770703;37.775613874484485
Кузьминки;Кузьминская ул.;ЮВАО;Кузьминки;А29 А29КФ;55.704791919127224;37.76706639806937
Кузьминский парк;Кузьминская ул.;ЮВАО;Кузьминки;А29 А29КФ;55.6905190066023;37.78927419779559
Ветеринарная акад.;Юных Ленинцев ул.;ЮВАО;Кузьминки;А29 А29у;55.69673203665553;37.78993343437456
Ветеринарная акад.;Академика Скрябина ул.;ЮВАО;Кузьминки;А29 А725 А29у;55.697061531229856;37.791269630101965
Ветеринарная акад.;Юных Ленинцев ул.;ЮВАО;Кузьминки;А29 АВч А29у А725 Тб27 Тб38;55.69656833866238;37.78951600571881
Музей К.Г. Паустовского;Кузьминская ул.;ЮВАО;Кузьминки;А29КФ А29;55.69335822928395;37.79028411246956
Волгоградский просп.;Академика Скрябина ул.;ЮВАО;Кузьминки;А29у А29 АВк А29КФ А725;55.700655600936834;37.792366728272654
Метро Кузьминки;Волгоградский просп.;ЮВАО;Кузьминки;А655 А169 А955 А89 А99 А143К А143;55.70522344890252;37.76799770226663
Метро Кузьминки;пл. Славы;ЮВАО;Кузьминки;А655 А89;55.70608070146118;37.765939679198176
68-я гор. б-ца;Маршала Чуйкова ул.;ЮВАО;Кузьминки;А658 Тб74;55.69467354409504;37.75762480029888
